session_id,t_rel,label,ms,n_persons,conf,bbox_w,bbox_h,aspect,sh_y,hip_y,sh_hip_gap,sh_hip_gap_norm,torso_angle,ank_y,kp_ok
20260712_035305,14.000,fallen,71.2,2,0.260216,107.112610,340.637070,0.314448,,,,,,456.294983,4
20260712_035305,14.092,fallen,80.7,3,0.306349,106.907837,399.058487,0.267900,,,,,,457.481384,4
20260712_035305,14.181,fallen,80.5,3,0.335980,106.374634,335.727188,0.316848,,,,,,455.681335,4
20260712_035305,14.265,fallen,75.5,2,0.227538,107.147217,347.726990,0.308136,,,,,,444.125366,4
20260712_035305,14.355,fallen,82.3,3,0.207242,106.345703,357.125137,0.297783,,,,,,449.659332,4
20260712_035305,14.453,fallen,90.8,4,0.243159,106.985840,343.567368,0.311397,,,,,,455.576843,4
20260712_035305,14.536,fallen,75.6,3,0.162509,104.109863,391.508057,0.265920,,,,,,434.294678,4
20260712_035305,14.638,fallen,93.6,2,0.168578,106.798584,380.315613,0.280816,,,,,,440.101349,4
20260712_035305,14.744,fallen,97.6,3,0.197569,106.602234,331.255142,0.321813,,,,,,445.673523,4
20260712_035305,14.827,fallen,76.0,3,0.199652,106.747803,347.108582,0.307534,,,,,,457.249878,4
20260712_035305,14.917,fallen,83.0,3,0.236346,106.911987,325.790222,0.328162,,,,,,457.250824,4
