session_id,t_rel,label,ms,n_persons,conf,bbox_w,bbox_h,aspect,sh_y,hip_y,sh_hip_gap,sh_hip_gap_norm,torso_angle,ank_y,kp_ok
20260712_003822,0.000,standing,83.5,1,0.891448,74.903687,241.466537,0.310203,215.080505,286.376038,71.295532,0.295261,1.737804,391.118591,17
20260712_003822,0.108,standing,99.2,1,0.893988,74.903015,241.593262,0.310038,215.300751,286.526489,71.225739,0.294817,1.759961,389.669067,17
20260712_003822,0.204,standing,84.9,1,0.894005,75.551941,240.896484,0.313628,215.297058,286.742126,71.445068,0.296580,1.797081,389.928711,17
20260712_003822,0.284,standing,71.8,2,0.198289,163.111496,212.537842,0.767447,330.282379,396.345612,66.063232,0.310830,8.072202,,13
20260712_003822,0.363,standing,69.5,1,0.893678,74.913330,241.713623,0.309926,215.192749,286.323364,71.130615,0.294276,1.962346,390.209839,17
20260712_003822,0.457,standing,80.9,1,0.892731,74.349243,243.027954,0.305929,215.387909,285.823334,70.435425,0.289824,2.043832,389.126740,17
20260712_003822,0.545,standing,78.9,1,0.892038,74.182617,243.009293,0.305267,215.193588,285.913330,70.719742,0.291017,1.835284,389.873535,17
20260712_003822,0.629,standing,74.3,1,0.892775,74.190430,243.977234,0.304088,215.330994,285.565552,70.234558,0.287873,2.167319,389.593994,17
20260712_003822,0.712,standing,73.9,1,0.895603,73.884033,244.825546,0.301782,215.233017,286.135315,70.902298,0.289603,1.735265,390.254822,17
20260712_003822,0.802,standing,80.2,1,0.894246,74.574341,244.926865,0.304476,215.282913,286.376404,71.093491,0.290264,1.582345,389.691772,17
20260712_003822,0.892,standing,80.0,1,0.893413,74.533142,243.237610,0.306421,215.022278,285.657654,70.635376,0.290397,1.664554,389.408752,17
20260712_003822,0.978,standing,75.7,1,0.892921,74.670288,243.106064,0.307151,215.382324,285.746826,70.364502,0.289440,1.898409,389.278625,17
20260712_003822,1.068,standing,81.5,1,0.893178,74.398560,242.366882,0.306967,215.055603,285.006927,69.951324,0.288618,2.261321,388.892639,17
20260712_003822,1.155,standing,77.2,1,0.895678,74.639771,242.349060,0.307985,215.061462,285.403870,70.342407,0.290252,2.220467,386.940735,17
20260712_003822,1.246,standing,82.0,1,0.894807,74.528870,243.268784,0.306364,215.022552,285.572876,70.550323,0.290010,1.860015,387.624268,17
20260712_003822,1.335,standing,79.1,1,0.892116,74.683716,243.007324,0.307331,215.131821,285.430664,70.298843,0.289287,1.975037,390.427124,17
20260712_003822,1.420,standing,74.7,1,0.890915,74.430908,242.919449,0.306402,215.124588,285.649597,70.525009,0.290323,2.080286,390.581055,17
20260712_003822,1.497,standing,67.7,1,0.889798,75.001343,242.605713,0.309149,215.348251,285.789429,70.441177,0.290353,2.166371,390.336548,17
20260712_003822,1.575,standing,69.7,1,0.895755,75.044189,245.462402,0.305726,215.352310,285.901245,70.548935,0.287412,2.100546,389.821106,17
20260712_003822,1.668,standing,83.0,1,0.893712,74.556946,242.280167,0.307730,215.472412,285.649475,70.177063,0.289653,2.083550,388.796814,17
20260712_003822,1.765,standing,87.8,1,0.894661,74.621216,244.388657,0.305338,215.251572,285.883881,70.632309,0.289016,2.060391,389.475586,17
20260712_003822,1.849,standing,76.7,1,0.892585,74.211670,244.270493,0.303809,215.379974,286.517395,71.137421,0.291224,1.834804,390.185638,17
20260712_003822,1.947,standing,88.7,1,0.892678,74.079224,242.435059,0.305563,215.335114,286.405731,71.070618,0.293153,1.674769,390.497131,17
20260712_003822,2.062,standing,105.6,1,0.892691,74.049133,243.779190,0.303755,215.217148,286.353088,71.135941,0.291805,1.892176,390.496521,17
20260712_003822,2.146,standing,75.0,1,0.897359,74.649536,245.371521,0.304231,215.315552,286.411438,71.095886,0.289748,1.963427,390.025208,17
20260712_003822,2.246,standing,91.5,1,0.895254,73.782471,245.226990,0.300874,215.331665,286.890900,71.559235,0.291808,1.943548,390.663330,17
20260712_003822,2.340,standing,85.6,1,0.893992,74.230225,242.295029,0.306363,215.270813,286.352173,71.081360,0.293367,1.783268,390.778198,17
20260712_003822,2.423,standing,74.6,1,0.891554,73.682129,242.816895,0.303447,215.215240,286.015778,70.800537,0.291580,1.843331,390.761597,17
20260712_003822,2.512,standing,79.7,1,0.894301,73.932617,244.642212,0.302207,215.378494,286.370239,70.991745,0.290186,2.083323,389.197235,17
20260712_003822,2.601,standing,80.1,1,0.892273,74.097656,242.888428,0.305069,215.385834,286.077881,70.692047,0.291047,1.922875,389.979370,17
20260712_003822,2.691,standing,81.7,1,0.893243,73.876526,242.490585,0.304657,215.374268,286.136902,70.762634,0.291816,2.202433,389.170166,17
20260712_003822,2.772,standing,73.7,1,0.894455,74.306274,244.371704,0.304071,215.391663,286.076538,70.684875,0.289251,2.289027,389.171326,17
20260712_003822,2.855,standing,72.0,1,0.892458,74.379211,243.234009,0.305793,215.360718,285.968109,70.607391,0.290286,2.503937,389.881287,17
20260712_003822,2.942,standing,79.9,1,0.892304,74.562500,243.836655,0.305789,215.236496,286.044678,70.808182,0.290392,2.561664,389.637726,17
20260712_003822,3.034,standing,81.5,1,0.894690,74.523071,245.050415,0.304113,215.424011,286.109863,70.685852,0.288454,2.349452,389.861267,17
20260712_003822,3.118,standing,75.7,1,0.892186,74.484192,243.736816,0.305593,215.462341,285.990784,70.528442,0.289363,2.055327,389.828674,17
20260712_003822,3.210,standing,80.5,1,0.895504,74.597168,243.118393,0.306835,215.518555,286.709747,71.191193,0.292825,2.198875,389.935913,17
20260712_003822,3.307,standing,89.4,1,0.896516,74.572510,243.235657,0.306585,215.424500,286.582275,71.157776,0.292547,2.368967,389.601746,17
20260712_003822,3.416,standing,99.7,1,0.897398,74.588745,243.025650,0.306917,215.319580,286.346558,71.026978,0.292261,2.295563,389.922272,17
20260712_003822,3.499,standing,74.8,1,0.897349,74.695190,241.325912,0.309520,214.998535,286.191437,71.192902,0.295007,2.145971,390.201172,17
20260712_003822,3.579,standing,70.4,1,0.894728,74.572144,242.230042,0.307857,215.324371,286.229004,70.904633,0.292716,2.104647,388.939819,17
20260712_003822,3.667,standing,81.2,1,0.897012,74.884521,243.408508,0.307650,215.045624,286.178101,71.132477,0.292235,1.969120,388.883881,17
20260712_003822,3.747,standing,72.4,1,0.897035,74.936401,243.957016,0.307171,214.998108,286.539917,71.541809,0.293256,1.952419,389.056335,17
20260712_003822,3.834,standing,77.1,1,0.894405,74.824463,244.251404,0.306342,215.137650,285.888123,70.750473,0.289663,2.029161,389.379059,17
20260712_003822,3.922,standing,79.7,1,0.896637,74.484009,242.069824,0.307696,214.862885,285.795715,70.932831,0.293026,1.824899,388.744080,17
