session_id,t_rel,label,ms,n_persons,conf,bbox_w,bbox_h,aspect,sh_y,hip_y,sh_hip_gap,sh_hip_gap_norm,torso_angle,ank_y,kp_ok
20260712_040155,9.671,standing,99.8,1,0.918744,100.649963,269.998291,0.372780,13.765221,112.922073,99.156853,0.367250,0.108131,241.822510,12
20260712_040155,9.760,standing,80.2,1,0.918102,100.594360,271.351257,0.370716,14.029823,113.768318,99.738495,0.367562,0.124120,242.307892,12
20260712_040155,9.843,standing,73.4,1,0.918139,100.698120,274.944031,0.366250,15.947620,118.452332,102.504711,0.372820,0.611729,244.801331,12
20260712_040155,9.925,standing,73.4,1,0.916992,100.872559,274.849915,0.367010,16.760010,119.625954,102.865944,0.374262,0.602052,244.603485,12
20260712_040155,10.011,standing,75.9,1,0.918652,101.145630,276.636230,0.365627,17.681793,120.082069,102.400276,0.370162,0.641856,246.765106,12
20260712_040155,10.091,standing,72.3,1,0.921325,101.381226,277.589935,0.365219,18.466763,122.151016,103.684254,0.373516,0.650652,249.937698,12
20260712_040155,10.174,standing,73.9,1,0.918318,101.641235,277.520111,0.366248,19.403744,121.841125,102.437382,0.369117,0.438381,249.983627,12
20260712_040155,10.257,standing,73.8,1,0.918006,101.132324,280.836060,0.360112,21.597790,124.837029,103.239239,0.367614,0.457585,252.343842,12
20260712_040155,10.347,standing,80.2,2,0.913777,106.052246,280.863525,0.377594,23.028782,125.969406,102.940624,0.366515,2.863305,253.249390,12
20260712_040155,10.442,standing,87.0,2,0.896634,105.163147,277.899139,0.378422,23.470699,126.705414,103.234715,0.371483,1.772984,252.955582,12
20260712_040155,10.533,standing,80.3,1,0.897752,106.956787,280.538818,0.381255,26.339069,128.117203,101.778133,0.362795,1.599934,253.255127,12
20260712_040155,10.617,standing,74.4,1,0.887885,106.854614,279.975708,0.381657,26.329010,127.185394,100.856384,0.360233,0.485003,251.978027,12
20260712_040155,10.698,standing,70.9,1,0.901392,103.520615,279.329437,0.370604,24.419979,129.123077,104.703098,0.374837,0.896643,255.198868,12
20260712_040155,10.771,standing,65.3,2,0.907156,102.374878,275.591461,0.371473,23.398819,125.870041,102.471222,0.371823,1.217220,249.418823,12
20260712_040155,10.864,standing,84.7,2,0.909779,103.827759,266.720825,0.389275,15.552120,115.484650,99.932529,0.374671,1.172404,239.702972,12
20260712_040155,10.943,standing,71.8,1,0.913603,103.512024,272.628326,0.379682,15.427284,117.777679,102.350395,0.375421,1.940621,243.818542,12
20260712_040155,11.026,standing,74.9,2,0.920445,102.458069,271.297546,0.377659,18.886330,119.195175,100.308846,0.369737,1.791473,244.884338,12
20260712_040155,11.110,standing,75.1,1,0.916973,102.379639,266.531494,0.384118,13.215382,114.052811,100.837429,0.378332,2.259523,240.076019,12
20260712_040155,11.203,standing,82.0,1,0.914503,101.843628,273.291382,0.372656,17.135109,119.669922,102.534813,0.375185,1.432718,245.551361,12
20260712_040155,11.291,standing,78.8,1,0.914274,101.858826,268.975708,0.378692,14.556377,117.229553,102.673176,0.381719,2.078779,243.038361,12
20260712_040155,11.390,standing,89.2,1,0.917147,103.007919,266.697327,0.386235,11.732784,113.534821,101.802036,0.381714,1.735338,239.953583,12
20260712_040155,11.501,standing,100.2,1,0.919551,103.667114,266.828674,0.388516,12.372425,115.503044,103.130619,0.386505,2.471348,240.627426,12
20260712_040155,11.582,standing,71.0,1,0.907316,104.512573,263.749420,0.396257,8.189793,113.047844,104.858051,0.397567,0.671379,238.522827,12
20260712_040155,11.667,standing,76.0,2,0.908666,106.916031,269.161987,0.397218,12.742027,117.727989,104.985962,0.390048,1.453792,242.695587,12
20260712_040155,11.754,standing,76.6,1,0.889171,112.373764,264.968536,0.424102,15.123894,111.841171,96.717278,0.365014,1.687273,237.573303,12
20260712_040155,11.851,standing,87.5,2,0.883090,111.806458,266.830566,0.419017,13.785069,113.794632,100.009563,0.374805,1.075396,239.156616,12
20260712_040155,11.935,standing,75.7,2,0.908028,104.367004,267.392487,0.390314,14.555283,115.668381,101.113098,0.378145,0.247597,240.875214,12
20260712_040155,12.020,standing,74.7,1,0.913341,102.313843,265.637726,0.385163,12.222775,114.615013,102.392239,0.385458,1.199314,239.655334,12
20260712_040155,12.101,standing,72.2,1,0.910399,103.078720,268.996887,0.383197,14.348541,116.523476,102.174934,0.379837,2.026542,241.516129,12
20260712_040155,12.189,standing,78.0,2,0.908584,102.456299,266.568695,0.384352,13.473526,114.371170,100.897644,0.378505,1.500688,239.117416,12
20260712_040155,12.273,standing,76.1,2,0.914544,101.990952,268.421997,0.379965,11.352299,114.938255,103.585957,0.385907,1.306824,240.243164,12
20260712_040155,12.362,standing,78.6,2,0.915783,102.841415,267.713867,0.384147,12.168468,114.412155,102.243687,0.381914,1.686242,239.790878,12
20260712_040155,12.446,standing,74.4,2,0.918251,102.475586,268.959106,0.381008,12.228035,115.173531,102.945496,0.382755,1.591662,240.653351,12
20260712_040155,12.533,standing,79.0,2,0.914356,102.283463,271.496765,0.376739,12.878632,117.252411,104.373779,0.384438,1.241338,243.217606,12
20260712_040155,12.620,standing,77.4,1,0.917023,101.667236,269.237671,0.377611,13.946465,116.874748,102.928284,0.382295,0.983499,242.218475,12
20260712_040155,12.710,standing,77.9,2,0.917632,101.748413,272.224274,0.373767,13.840366,118.139130,104.298763,0.383135,0.850038,243.893372,12
20260712_040155,12.790,standing,70.4,2,0.918166,100.432266,271.277557,0.370220,14.653030,118.180725,103.527695,0.381630,0.632198,243.868744,12
20260712_040155,12.874,standing,76.3,2,0.920079,101.614197,269.567627,0.376953,14.098999,116.749321,102.650322,0.380796,0.950605,242.798798,12
20260712_040155,12.955,standing,72.8,2,0.917314,101.534424,272.595459,0.372473,14.233929,118.109108,103.875179,0.381060,0.804378,244.965393,12
20260712_040155,13.040,standing,75.2,2,0.917943,101.283875,272.406158,0.371812,14.174065,118.726601,104.552536,0.383811,1.173203,244.423462,12
20260712_040155,13.126,standing,75.9,2,0.919552,101.014404,270.261932,0.373765,13.590664,116.694778,103.104115,0.381497,1.025020,242.437088,12
20260712_040155,13.209,standing,73.7,2,0.918658,100.448013,272.593079,0.368491,15.226246,119.043350,103.817104,0.380850,0.610497,245.604950,12
20260712_040155,13.295,standing,76.9,2,0.917589,100.643311,272.180359,0.369767,15.315319,118.941544,103.626225,0.380726,0.529574,245.227478,12
20260712_040155,13.382,standing,79.3,1,0.919952,100.553726,269.559692,0.373030,14.449894,116.934662,102.484768,0.380193,0.353694,242.316391,12
20260712_040155,13.483,standing,92.7,1,0.919102,100.559753,272.149750,0.369502,15.476082,119.603668,104.127586,0.382611,0.270218,244.524078,12
20260712_040155,13.582,standing,87.8,1,0.919606,101.006973,269.987793,0.374117,14.098560,116.466057,102.367496,0.379156,0.678592,242.506866,12
20260712_040155,13.677,standing,84.0,1,0.919335,100.806885,270.311096,0.372929,13.396603,116.759445,103.362843,0.382385,0.823367,242.970947,12
20260712_040155,13.761,standing,74.2,1,0.918858,100.816833,270.247620,0.373054,14.248844,117.099648,102.850803,0.380580,0.549189,242.951172,12
20260712_040155,13.839,standing,68.8,1,0.917781,101.185303,271.416656,0.372804,14.085732,117.238052,103.152321,0.380052,0.641939,242.992142,12
20260712_040155,13.924,standing,75.6,1,0.918136,100.586075,272.181030,0.369556,14.674034,117.812424,103.138390,0.378933,0.594715,244.019974,12
20260712_040155,14.019,standing,86.4,1,0.917828,100.968018,270.079041,0.373846,14.531429,116.692551,102.161121,0.378264,0.535200,242.524796,12
20260712_040155,14.103,standing,76.2,1,0.918229,100.740173,270.446503,0.372496,13.526169,116.703293,103.177124,0.381507,0.749110,243.330170,12
20260712_040155,14.186,standing,74.3,1,0.919179,99.868790,271.698975,0.367571,13.753555,117.624390,103.870834,0.382301,0.749275,244.175018,12
20260712_040155,14.276,standing,79.7,1,0.919647,100.605087,270.200928,0.372334,13.345554,116.489799,103.144245,0.381732,0.441360,243.044250,12
20260712_040155,14.362,standing,75.2,1,0.919377,100.789246,271.413757,0.371349,13.840843,117.241486,103.400642,0.380971,0.514294,243.582916,12
20260712_040155,14.452,standing,80.9,1,0.919461,100.554871,270.509155,0.371724,13.529732,116.640823,103.111092,0.381174,0.506870,243.110367,12
20260712_040155,14.543,standing,81.7,1,0.918678,100.833618,270.539520,0.372713,13.471329,117.027840,103.556511,0.382778,0.672169,242.824402,12
20260712_040155,14.630,standing,77.6,1,0.918665,100.887634,270.760132,0.372609,13.708801,117.613007,103.904205,0.383750,0.639885,243.368927,12
20260712_040155,14.714,standing,73.9,1,0.918523,101.578308,270.275452,0.375833,13.817795,112.771347,98.953552,0.366121,1.517550,242.721237,12
20260712_040155,14.805,standing,80.7,1,0.917082,101.695007,270.562042,0.375866,13.288776,117.172096,103.883320,0.383954,0.719516,242.839844,12
20260712_040155,14.900,standing,87.4,2,0.919887,101.460464,270.997284,0.374397,14.003590,117.833366,103.829777,0.383140,1.001696,243.392365,12
20260712_040155,0.000,kneeling,75.5,1,0.871060,86.624390,192.668671,0.449603,134.124100,204.645065,70.520966,0.366022,3.311820,240.131195,17
20260712_040155,0.079,kneeling,69.5,1,0.865332,87.859741,193.494995,0.454067,134.748566,206.900711,72.152145,0.372889,2.680905,241.520264,17
20260712_040155,0.163,kneeling,73.3,1,0.855913,90.154236,192.708199,0.467828,135.290543,206.755417,71.464874,0.370845,2.550585,240.426788,17
20260712_040155,0.241,kneeling,67.1,1,0.856305,90.280762,192.872467,0.468085,135.556274,208.710464,73.154190,0.379288,2.124842,240.657379,17
20260712_040155,0.321,kneeling,71.3,1,0.843939,90.194458,192.262024,0.469123,135.375214,206.152878,70.777664,0.368131,2.366187,236.438629,17
20260712_040155,0.397,kneeling,67.6,1,0.840982,88.948853,193.288605,0.460187,135.262909,205.109253,69.846344,0.361358,2.744347,236.919968,17
20260712_040155,0.487,kneeling,80.7,1,0.845253,88.279419,192.892151,0.457662,135.131561,207.818253,72.686691,0.376826,2.922010,239.320709,17
20260712_040155,0.571,kneeling,73.9,2,0.848326,87.696411,194.076141,0.451866,135.612122,208.048477,72.436356,0.373237,2.916201,238.813766,17
20260712_040155,0.657,kneeling,75.8,1,0.847207,88.487122,192.696480,0.459205,135.734818,208.047958,72.313141,0.375270,2.644471,241.125488,17
20260712_040155,0.734,kneeling,66.8,1,0.854613,89.304688,193.935478,0.460487,135.480743,207.772186,72.291443,0.372760,3.468581,242.266998,17
20260712_040155,0.818,kneeling,74.2,2,0.851789,88.504578,193.578583,0.457202,135.093552,205.813919,70.720367,0.365332,3.322488,237.143967,17
20260712_040155,0.903,kneeling,76.0,2,0.834442,90.481201,193.320869,0.468036,135.604614,205.523621,69.919006,0.361673,3.213045,236.996338,17
20260712_040155,0.984,kneeling,71.1,1,0.847378,90.631714,193.285706,0.468900,136.691284,208.238083,71.546799,0.370161,3.249092,240.203201,17
20260712_040155,1.069,kneeling,75.3,2,0.846695,88.523682,192.758537,0.459246,135.681580,206.980377,71.298798,0.369887,3.170527,240.569336,17
20260712_040155,1.150,kneeling,71.5,1,0.844246,89.167725,192.554817,0.463077,135.011932,206.643677,71.631744,0.372007,3.330085,237.531097,17
20260712_040155,1.236,kneeling,75.6,2,0.846353,89.121399,193.570305,0.460408,135.099731,206.278595,71.178864,0.367716,3.818267,238.869003,17
20260712_040155,1.324,kneeling,75.7,2,0.855362,88.284363,193.516937,0.456210,135.615326,205.842865,70.227539,0.362901,4.002956,237.319839,17
20260712_040155,1.406,kneeling,72.9,2,0.846455,88.324280,192.944939,0.457769,135.736450,208.052765,72.316315,0.374803,2.852757,238.946930,17
